Code	用户提示信息（医生、技师）	英文	Severity	Software Recoverable	上传至远程平台	服务提示报错信息	服务提示解决措施	报错子部件	服务提示解决措施--改进	Unnamed: 10
0x030103F6	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer status错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030103F7	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030103F8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030103F9	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030103FA	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03010406	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 数据反馈缓冲溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03010407	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer时间过短	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030107CF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 其他错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03011F40	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	Yes	Yes	DTU报错, 高功率模式错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03011F41	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	Yes	Yes	DTU报错, detune命令时序错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03011F42	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	Yes	Yes	DTU报错, 低功率模式错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F0	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F1	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F2	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F3	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F4	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer缓冲为空	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F5	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer缓冲为满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F6	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer status错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F7	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203F9	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030203FA	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03020406	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 数据反馈缓冲溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03020407	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer时间过短	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030207CF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 其他错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03021F40	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	Yes	Yes	DTU报错, 高功率模式错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03021F41	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	Yes	Yes	DTU报错, detune命令时序错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03021F42	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	Yes	Yes	DTU报错, 低功率模式错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F0	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F1	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F2	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F3	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如有使用已发布正式版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F4	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer缓冲为空	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F5	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer缓冲为满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F6	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer status错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F7	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303F9	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030303FA	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03030406	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 数据反馈缓冲溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03030407	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer时间过短	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030307CF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 其他错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03031B58	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, 无采样点数	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03031B59	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, DDC过短	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03031B5A	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, d缓存溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03031B5B	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, a缓存溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x03031B5C	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, tune电流超限	1. 结合其他错误信息判断 2. 重启系统	DTU		
0x03031B5D	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, tune电压超限	1. 结合其他错误信息判断 2. 重启系统	DTU		
0x03031B5E	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, detune电流超限	1. 结合其他错误信息判断 2. 重启系统	DTU		
0x03031B5F	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, detune电压超限	1. 结合其他错误信息判断 2. 重启系统	DTU		
0x03031B60	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, idle电流超限	1. 结合其他错误信息判断 2. 重启系统	DTU		
0x03031B61	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, idle电压超限	1. 结合其他错误信息判断 2. 重启系统	DTU		
0x030703F0	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030703F1	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030703F2	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030703F3	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x030703F4	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	DTU报错, etimer缓冲为空	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	DTU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
